Gemeindename;Fläche km2 1);insgesamt;männlich;weiblich;je km2;Post-leit-zahl3);Längengrad;Breitengrad;Column1;Reisegebiete;Grad der Verstädterung;
Wackersberg;64,83; 3 520; 1 775; 1 745;  54;83646;11,54638;47,736474;T30;Tölzer Land;gering besiedelt;
Neuenstein;64,80; 2 936; 1 551; 1 385;  45;36286;9,570654;50,917119;I06;Waldhessen (Hersfeld-Rotenburg);gering besiedelt;
Dreetz;64,75; 1 141;  559;  582;  18;16845;12,459731;52,802908;A01;Prignitz;gering besiedelt;
Oberding;64,72; 6 505; 3 403; 3 102;  101;85445;11,845524;48,322653;T24;Münchener Umland;gering besiedelt;
Goldberg, Stadt;64,72; 3 448; 1 667; 1 781;  53;19399;12,089118;53,591077;B04;Westmecklenburg;gering besiedelt;
Battenberg (Eder), Stadt;64,71; 5 323; 2 666; 2 657;  82;35088;8,647673;51,013769;I02;Waldecker Land;gering besiedelt;
Vilseck, St;64,70; 6 093; 3 019; 3 074;  94;92249;11,805301;49,611105;T40;Bayerischer Jura;gering besiedelt;
Bretzfeld;64,68; 12 651; 6 363; 6 288;  196;74626;9,440237;49,177232;L40;Nördliches Baden-Württemberg;mittlere Besiedlungsdichte;
Hohnstein, Stadt;64,64; 3 269; 1 644; 1 625;  51;01848;14,110821;50,979682;C04;Sächsische Schweiz;gering besiedelt;
Gutsbezirk Münsingen, gemeindefreies Gebiet;64,63;;;;;72525;9,559519;48,445745;L60;Schwäbische Alb;gering besiedelt;
Alpirsbach, Stadt;64,55; 6 304; 3 227; 3 077;  98;72275;8,402938;48,345111;L11;Nördlicher Schwarzwald;gering besiedelt;
Nienburg (Weser), Stadt;64,53; 31 550; 15 391; 16 159;  489;31582;9,211648;52,640859;G08;Mittelweser;mittlere Besiedlungsdichte;
Lemgow;64,48; 1 346;  668;  678;  21;29485;11,321674;52,910082;G09;Lüneburger Heide;gering besiedelt;
Gerolstein, Stadt;64,43; 7 676; 3 827; 3 849;  119;54568;6,659875;50,221958;J12;Eifel;mittlere Besiedlungsdichte;
Meerbusch, Stadt;64,39; 56 189; 26 814; 29 375;  873;40667;6,677859;51,261027;H02;Niederrhein;mittlere Besiedlungsdichte;
Marienmünster, Stadt;64,36; 4 962; 2 486; 2 476;  77;37696;9,229516;51,81928;H04;Teutoburger Wald;gering besiedelt;
Pappenheim, St;64,32; 4 023; 2 031; 1 992;  63;91788;10,974589;48,934776;T01;Naturpark Altmühltal;gering besiedelt;
Moosbach, M;64,30; 2 370; 1 180; 1 190;  37;92709;12,409099;49,591116;T16;Oberpfälzer Wald;gering besiedelt;
Bosau;64,25; 3 413; 1 725; 1 688;  53;23715;10,429901;54,104439;F03;Holsteinische Schweiz;gering besiedelt;
Zwönitz, Stadt;64,24; 11 993; 5 821; 6 172;  187;08297;12,811053;50,630002;C06;Erzgebirge;mittlere Besiedlungsdichte;
Lebach, Stadt;64,21; 19 006; 9 621; 9 385;  296;66822;6,911515;49,410726;K03;Übriges Saarland;mittlere Besiedlungsdichte;
Angern;64,21; 1 967;  984;  983;  31;39326;11,734487;52,358478;D04;Magdeburg, Elbe-Börde-Heide;gering besiedelt;
Bissingen, M;64,20; 3 650; 1 833; 1 817;  57;86657;10,617074;48,714739;T22;Bayerisch-Schwaben;gering besiedelt;
Thurnau, M;64,18; 4 060; 1 998; 2 062;  63;95349;11,392859;50,025545;T03;Fränkische Schweiz;gering besiedelt;
Randowtal;64,18;  930;  477;  453;  14;17291;14,101115;53,29826;A03;Uckermark;gering besiedelt;
Bomlitz;64,17; 6 970; 3 458; 3 512;  109;29699;9,660721;52,902751;G09;Lüneburger Heide;mittlere Besiedlungsdichte;
Niederaula, Marktgemeinde;64,16; 5 376; 2 689; 2 687;  84;36272;9,605239;50,800576;I06;Waldhessen (Hersfeld-Rotenburg);gering besiedelt;
Pausa-Mühltroff, Stadt;64,13; 4 945; 2 444; 2 501;  77;07952;11,997007;50,580559;C09;Vogtland;gering besiedelt;
Carpin;64,12;  874;  447;  427;  14;17237;13,24319;53,356299;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Steingaden;64,04; 2 905; 1 483; 1 422;  45;86989;10,859758;47,700634;T28;Pfaffenwinkel;gering besiedelt;
Dietenhofen, M;63,93; 5 573; 2 813; 2 760;  87;90599;10,690834;49,399969;T11;Romantisches Franken - vom Rangau zur Romantischen Straße;gering besiedelt;
Hohenstein;63,86; 6 178; 3 109; 3 069;  97;65329;8,09854;50,194814;I14;Rheingau-Taunus;gering besiedelt;
Alheim;63,84; 4 913; 2 511; 2 402;  77;36211;9,66857;51,024756;I06;Waldhessen (Hersfeld-Rotenburg);gering besiedelt;
Kirchzell, M;63,82; 2 221; 1 133; 1 088;  35;63931;9,177112;49,618171;T12;Spessart-Mainland;gering besiedelt;
Werlte, Stadt;63,81; 10 260; 5 365; 4 895;  161;49757;7,678432;52,851059;G07;Grafschaft Bentheim-Emsland-Osnabrücker Land;mittlere Besiedlungsdichte;
Laußnitz;63,81; 1 852;  945;  907;  29;01936;13,87839;51,248215;C03;Oberlausitz/Niederschlesien;gering besiedelt;
Rosengarten;63,79; 13 553; 6 703; 6 850;  212;21224;9,895289;53,379364;G09;Lüneburger Heide;gering besiedelt;
Herborn, Stadt;63,76; 20 603; 10 136; 10 467;  323;35745;8,302982;50,682575;I08;Lahn-Dill;mittlere Besiedlungsdichte;
Schenklengsfeld;63,75; 4 357; 2 188; 2 169;  68;36277;9,845903;50,819098;I06;Waldhessen (Hersfeld-Rotenburg);gering besiedelt;
Grafenau, St;63,73; 8 256; 4 078; 4 178;  130;94475;13,397607;48,85871;T15;Bayerischer Wald;gering besiedelt;
Bovenden, Flecken;63,70; 13 586; 6 617; 6 969;  213;37120;9,921447;51,586919;G13;Harz;mittlere Besiedlungsdichte;
Bad Fallingbostel, Stadt;63,70; 11 852; 5 912; 5 940;  186;29683;9,693984;52,865924;G09;Lüneburger Heide;mittlere Besiedlungsdichte;
Golßen, Stadt;63,68; 2 542; 1 264; 1 278;  40;15938;13,602979;51,970422;A08;Spreewald;gering besiedelt;
Lampertswalde;63,65; 2 582; 1 325; 1 257;  41;01561;13,673713;51,31545;C05;Sächsisches Elbland;gering besiedelt;
Stadtlauringen, M;63,61; 4 066; 2 023; 2 043;  64;97488;10,359977;50,187339;T08;Haßberge;gering besiedelt;
Ochsenfurt, St;63,57; 11 319; 5 646; 5 673;  178;97199;10,060849;49,665427;T05;Fränkisches Weinland;mittlere Besiedlungsdichte;
Milmersdorf;63,57; 1 426;  763;  663;  22;17268;13,641293;53,111703;A03;Uckermark;gering besiedelt;
Born a. Darß;63,56; 1 170;  567;  603;  18;18375;12,5366;54,390631;B02;Vorpommern;gering besiedelt;
Eisenhüttenstadt, Stadt;63,48; 24 633; 11 762; 12 871;  388;15890;14,631279;52,145788;A06;Seenland Oder-Spree;mittlere Besiedlungsdichte;
Niederzier;63,46; 14 033; 6 952; 7 081;  221;52382;6,462259;50,886425;H01;Eifel und Region Aachen;mittlere Besiedlungsdichte;
Bad Sassendorf;63,46; 12 068; 5 739; 6 329;  190;59505;8,164329;51,585642;H05;Sauerland;mittlere Besiedlungsdichte;
Oyten;63,43; 15 673; 7 606; 8 067;  247;28876;9,018071;53,059584;G08;Mittelweser;mittlere Besiedlungsdichte;
Weißwasser/O.L., Stadt;63,42; 16 130; 7 744; 8 386;  254;02943;14,643284;51,50662;C03;Oberlausitz/Niederschlesien;mittlere Besiedlungsdichte;
Hohenberg-Krusemark;63,42; 1 218;  612;  606;  19;39596;11,947319;52,722925;D05;Altmark;gering besiedelt;
Rot an der Rot;63,41; 4 565; 2 339; 2 226;  72;88430;10,027282;48,013091;L71;Württembergisches Allgäu Oberschwaben;gering besiedelt;
Schnaittenbach, St;63,41; 4 203; 2 116; 2 087;  66;92253;12,003769;49,548139;T40;Bayerischer Jura;gering besiedelt;
Bad Neuenahr-Ahrweiler, Stadt;63,38; 28 251; 13 278; 14 973;  446;53474;7,120457;50,545218;J11;Ahr;mittlere Besiedlungsdichte;
Sugenheim, M;63,38; 2 292; 1 172; 1 120;  36;91439;10,435371;49,602746;T14;Steigerwald;gering besiedelt;
Hayingen, Stadt;63,37; 2 203; 1 121; 1 082;  35;72534;9,475391;48,274365;L60;Schwäbische Alb;gering besiedelt;
Vogelsang-Warsin;63,37;  345;  174;  171;  5;17375;14,163569;53,723365;B02;Vorpommern;gering besiedelt;
Penig, Stadt;63,37; 8 780; 4 330; 4 450;  139;09322;12,706022;50,933482;C07;Sächsisches Burgen- und Heideland;mittlere Besiedlungsdichte;
Fürth;63,35; 127 748; 62 603; 65 145; 2 017;90744;10,989974;49,477384;T13;Städteregion Nürnberg;dicht besiedelt;
Großenehrich, Stadt;63,34; 2 325; 1 171; 1 154;  37;99718;10,829807;51,250235;E19;Südharz Kyffhäuser;gering besiedelt;
Waldbröl, Stadt;63,32; 19 543; 9 519; 10 024;  309;51545;7,617394;50,876593;H07;Bergisches Land;mittlere Besiedlungsdichte;
Temmen-Ringenwalde;63,32;  515;  271;  244;  8;17268;13,714647;53,05712;A03;Uckermark;gering besiedelt;
Erbach, Stadt;63,29; 13 453; 6 779; 6 674;  213;89155;9,892784;48,326196;L60;Schwäbische Alb;mittlere Besiedlungsdichte;
Steimbke;63,28; 2 458; 1 219; 1 239;  39;31634;9,390322;52,655474;G08;Mittelweser;gering besiedelt;
Kempten (Allgäu);63,28; 68 907; 34 141; 34 766; 1 089;87435;10,317823;47,724016;T21;Allgäu;dicht besiedelt;
Wietze;63,26; 8 271; 4 134; 4 137;  131;29323;9,840504;52,654604;G09;Lüneburger Heide;mittlere Besiedlungsdichte;
Eschwege, Kreisstadt;63,26; 19 606; 9 469; 10 137;  310;37269;10,057981;51,185804;I03;Werra-Meissner Land;mittlere Besiedlungsdichte;
Kamp-Lintfort, Stadt;63,14; 37 391; 18 332; 19 059;  592;47475;6,55139;51,500257;H02;Niederrhein;mittlere Besiedlungsdichte;
Nagold, Stadt;63,10; 22 294; 11 145; 11 149;  353;72202;8,723706;48,550906;L11;Nördlicher Schwarzwald;mittlere Besiedlungsdichte;
Melsungen, Stadt;63,09; 13 659; 6 738; 6 921;  217;34212;9,543745;51,131059;I05;Kurhessisches Bergland;mittlere Besiedlungsdichte;
Unterwellenborn;63,05; 8 513; 4 255; 4 258;  135;07333;11,44187;50,658516;E28;Thüringer Wald;mittlere Besiedlungsdichte;
Engelskirchen;63,03; 19 272; 9 363; 9 909;  306;51766;7,408515;50,988292;H07;Bergisches Land;mittlere Besiedlungsdichte;
Altenberge;62,97; 10 296; 5 161; 5 135;  164;48341;7,465557;52,045876;H03;Münsterland;mittlere Besiedlungsdichte;
Ilsenburg (Harz), Stadt;62,97; 9 526; 4 729; 4 797;  151;38871;10,679796;51,865815;D01;Harz und Harzvorland;mittlere Besiedlungsdichte;
Rheinfelden (Baden), Stadt;62,82; 33 074; 16 251; 16 823;  526;79618;7,78365;47,561128;L13;Südlicher Schwarzwald;mittlere Besiedlungsdichte;
Ehekirchen;62,77; 3 769; 1 900; 1 869;  60;86676;11,105443;48,637944;T25;Oberbayerns Städte;gering besiedelt;
Hünfelden;62,69; 9 589; 4 738; 4 851;  153;65597;8,161342;50,30926;I09;Westerwald-Lahn-Taunus;gering besiedelt;
Salem;62,69; 11 345; 5 577; 5 768;  181;88682;9,310691;47,759725;L72;Bodensee;mittlere Besiedlungsdichte;
Reichenbach/O.L., Stadt;62,64; 4 957; 2 454; 2 503;  79;02894;14,799946;51,141076;C03;Oberlausitz/Niederschlesien;gering besiedelt;
Gaildorf, Stadt;62,59; 12 080; 5 932; 6 148;  193;74405;9,76983;49,00045;L40;Nördliches Baden-Württemberg;mittlere Besiedlungsdichte;
Ahlerstedt;62,56; 5 367; 2 696; 2 671;  86;21702;9,451981;53,405314;G04;Unterelbe-Unterweser;gering besiedelt;
Markersdorf;62,54; 3 907; 1 982; 1 925;  62;02829;14,879203;51,135912;C03;Oberlausitz/Niederschlesien;gering besiedelt;
Geisenhausen, M;62,50; 7 321; 3 716; 3 605;  117;84141;12,256905;48,474656;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Viechtach, St;62,47; 8 364; 4 152; 4 212;  134;94234;12,884245;49,081812;T15;Bayerischer Wald;mittlere Besiedlungsdichte;
Delmenhorst, Stadt;62,45; 77 607; 38 437; 39 170; 1 243;27749;8,630108;53,049883;G05;Oldenburger Land;dicht besiedelt;
Aschaffenburg;62,45; 70 527; 34 316; 36 211; 1 129;63701;9,147832;49,973506;T12;Spessart-Mainland;dicht besiedelt;
Borna, Stadt;62,44; 19 229; 9 273; 9 956;  308;04552;12,49747;51,123285;C07;Sächsisches Burgen- und Heideland;mittlere Besiedlungsdichte;
Birgland;62,43; 1 798;  932;  866;  29;92262;11,616384;49,438224;T40;Bayerischer Jura;gering besiedelt;
Oberviechtach, St;62,42; 5 030; 2 499; 2 531;  81;92526;12,418782;49,460918;T16;Oberpfälzer Wald;gering besiedelt;
Nabburg, St;62,38; 6 117; 3 039; 3 078;  98;92507;12,179641;49,451719;T16;Oberpfälzer Wald;mittlere Besiedlungsdichte;
Münchehofe;62,32;  474;  223;  251;  8;15748;13,836398;52,147148;A07;Dahme-Seenland;gering besiedelt;
Kandern, Stadt;62,26; 8 249; 4 048; 4 201;  132;79400;7,662899;47,714834;L13;Südlicher Schwarzwald;gering besiedelt;
Jork;62,24; 12 183; 6 225; 5 958;  196;21635;9,680838;53,53298;G04;Unterelbe-Unterweser;mittlere Besiedlungsdichte;
Triftern, M;62,24; 5 248; 2 612; 2 636;  84;84371;13,004804;48,394623;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Jatznick;62,24; 2 268; 1 146; 1 122;  36;17309;13,939446;53,580841;B02;Vorpommern;gering besiedelt;
Heilsbronn, St;62,23; 9 670; 4 801; 4 869;  155;91560;10,790377;49,338038;T11;Romantisches Franken - vom Rangau zur Romantischen Straße;mittlere Besiedlungsdichte;
Swisttal;62,22; 18 618; 9 147; 9 471;  299;53913;6,893733;50,666197;H08;Bonn und Rhein-Sieg-Kreis;mittlere Besiedlungsdichte;
Pfronten;62,22; 8 267; 4 052; 4 215;  133;87459;10,557878;47,581473;T21;Allgäu;mittlere Besiedlungsdichte;
Mosbach, Stadt;62,16; 23 398; 11 707; 11 691;  376;74821;9,146596;49,352037;L40;Nördliches Baden-Württemberg;mittlere Besiedlungsdichte;
Auetal;62,15; 6 250; 3 104; 3 146;  101;31749;9,232853;52,234338;G10;Weserbergland;gering besiedelt;
Deggenhausertal;62,15; 4 356; 2 246; 2 110;  70;88693;9,390459;47,78158;L72;Bodensee;gering besiedelt;
Bischofswiesen;62,15; 7 394; 3 618; 3 776;  119;83483;12,970308;47,647463;T37;Berchtesgadener Land;mittlere Besiedlungsdichte;
Bad Kötzting, St;62,15; 7 498; 3 675; 3 823;  121;93444;12,854868;49,174806;T15;Bayerischer Wald;gering besiedelt;
Bräunlingen, Stadt;62,14; 5 828; 2 933; 2 895;  94;78199;8,448829;47,930249;L12;Mittlerer Schwarzwald;gering besiedelt;
Üchtelhausen;62,12; 3 819; 1 936; 1 883;  61;97532;10,269843;50,092281;T08;Haßberge;gering besiedelt;
Bad Dürrheim, Stadt;62,08; 13 260; 6 451; 6 809;  214;78073;8,530554;48,022026;L12;Mittlerer Schwarzwald;mittlere Besiedlungsdichte;
Tengen, Stadt;62,04; 4 584; 2 290; 2 294;  74;78250;8,661028;47,821272;L73;Hegau;gering besiedelt;
Troisdorf, Stadt;62,00; 74 903; 36 647; 38 256; 1 208;53840;7,162309;50,812544;H08;Bonn und Rhein-Sieg-Kreis;dicht besiedelt;
Bad Pyrmont, Stadt;61,99; 19 090; 9 109; 9 981;  308;31812;9,262908;51,985504;G10;Weserbergland;mittlere Besiedlungsdichte;
Bodenkirchen;61,99; 5 284; 2 722; 2 562;  85;84155;12,386451;48,3835;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Radibor;61,99; 3 135; 1 574; 1 561;  51;02627;14,397601;51,244745;C03;Oberlausitz/Niederschlesien;gering besiedelt;
Ruppichteroth;61,96; 10 408; 5 084; 5 324;  168;53809;7,483618;50,843966;H08;Bonn und Rhein-Sieg-Kreis;gering besiedelt;
Werther;61,94; 3 216; 1 588; 1 628;  52;99735;10,690569;51,492514;E19;Südharz Kyffhäuser;gering besiedelt;
Gengenbach, Stadt;61,90; 11 023; 5 326; 5 697;  178;77723;8,013343;48,405617;L12;Mittlerer Schwarzwald;mittlere Besiedlungsdichte;
Neustadt b.Coburg, GKSt;61,89; 15 257; 7 482; 7 775;  247;96465;11,122297;50,327062;T43;Coburg.Rennsteig;mittlere Besiedlungsdichte;
Königsberg i.Bay., St;61,88; 3 638; 1 820; 1 818;  59;97486;10,569258;50,080997;T08;Haßberge;gering besiedelt;
Gartz (Oder), Stadt;61,88; 2 550; 1 237; 1 313;  41;16307;14,388886;53,2087;A03;Uckermark;gering besiedelt;
Starnberg, St;61,85; 23 498; 11 054; 12 444;  380;82319;11,33837;47,996607;T27;Starnberger Fünf-Seen-Land;mittlere Besiedlungsdichte;
Bechhofen, M;61,85; 5 960; 3 033; 2 927;  96;91572;10,553146;49,159901;T04;Fränkisches Seenland;gering besiedelt;
Laupheim, Stadt;61,79; 22 298; 11 126; 11 172;  361;88471;9,883733;48,230018;L71;Württembergisches Allgäu Oberschwaben;mittlere Besiedlungsdichte;
Singen (Hohentwiel), Stadt;61,77; 47 723; 23 162; 24 561;  773;78224;8,835117;47,759711;L73;Hegau;mittlere Besiedlungsdichte;
Wolgast, Stadt;61,73; 12 028; 5 848; 6 180;  195;17438;13,774621;54,052886;B02;Vorpommern;mittlere Besiedlungsdichte;
Hohenstein;61,71; 3 719; 1 875; 1 844;  60;72531;9,3727;48,348388;L60;Schwäbische Alb;gering besiedelt;
Großschirma, Stadt;61,63; 5 665; 2 839; 2 826;  92;09603;13,276907;50,966191;C06;Erzgebirge;gering besiedelt;
Knetzgau;61,57; 6 518; 3 283; 3 235;  106;97478;10,546513;49,994429;T14;Steigerwald;gering besiedelt;
Gilserberg;61,55; 3 009; 1 532; 1 477;  49;34630;9,06101;50,952165;I05;Kurhessisches Bergland;gering besiedelt;
Mainburg, St;61,54; 15 241; 7 717; 7 524;  248;84048;11,779914;48,640936;T41;Bayerisches Golf- und Thermenland;mittlere Besiedlungsdichte;
Altdöbern;61,54; 2 435; 1 225; 1 210;  40;03229;14,035029;51,651872;A14;Lausitzer Seenland;gering besiedelt;
Erbach, Kreisstadt;61,52; 13 666; 6 603; 7 063;  222;64711;8,99268;49,657653;I15;Odenwald-Bergstrasse-Neckartal;mittlere Besiedlungsdichte;
Pirmasens, Stadt;61,36; 40 403; 19 780; 20 623;  658;66953;7,60822;49,19741;J16;Pfalz;mittlere Besiedlungsdichte;
Suhlendorf;61,33; 2 408; 1 165; 1 243;  39;29562;10,768375;52,925822;G09;Lüneburger Heide;gering besiedelt;
Bedburg-Hau;61,31; 12 933; 6 656; 6 277;  211;47551;6,184726;51,76241;H02;Niederrhein;mittlere Besiedlungsdichte;
Priestewitz;61,29; 3 153; 1 647; 1 506;  51;01561;13,508779;51,254253;C05;Sächsisches Elbland;gering besiedelt;
Hückelhoven, Stadt;61,27; 39 931; 19 691; 20 240;  652;41836;6,226269;51,05634;H02;Niederrhein;mittlere Besiedlungsdichte;
Holle;61,25; 7 010; 3 452; 3 558;  114;31188;10,16074;52,087422;G11;Hannover-Hildesheim;gering besiedelt;
Sonnenbühl;61,25; 7 157; 3 622; 3 535;  117;72820;9,179523;48,38956;L60;Schwäbische Alb;gering besiedelt;
Rehlingen-Siersburg;61,25; 14 469; 7 133; 7 336;  236;66780;6,685043;49,37968;K03;Übriges Saarland;mittlere Besiedlungsdichte;
Königheim;61,21; 2 997; 1 517; 1 480;  49;97953;9,592932;49,618084;L40;Nördliches Baden-Württemberg;gering besiedelt;
Neustadt a.d.Aisch, St;61,21; 13 121; 6 376; 6 745;  214;91413;10,608748;49,580824;T14;Steigerwald;mittlere Besiedlungsdichte;
Brüggen, Burggemeinde;61,20; 15 708; 7 640; 8 068;  257;41379;6,185264;51,242067;H02;Niederrhein;mittlere Besiedlungsdichte;
Heringen (Werra), Stadt;61,20; 7 187; 3 564; 3 623;  117;36266;10,007553;50,888153;I06;Waldhessen (Hersfeld-Rotenburg);mittlere Besiedlungsdichte;
Crimmitschau, Stadt;61,15; 18 536; 8 920; 9 616;  303;08451;12,386924;50,81245;C06;Erzgebirge;mittlere Besiedlungsdichte;
Schnaitsee;61,14; 3 662; 1 882; 1 780;  60;83530;12,371168;48,070544;T39;Chiemsee-Chiemgau;gering besiedelt;
Hohenstein;61,09; 2 167; 1 110; 1 057;  35;99755;10,593938;51,556335;E19;Südharz Kyffhäuser;gering besiedelt;
Neumarkt-Sankt Veit, St;61,07; 6 243; 3 130; 3 113;  102;84494;12,508258;48,361946;T34;Inn-Salzach;gering besiedelt;
Rauhenebrach;61,07; 2 932; 1 514; 1 418;  48;96181;10,552708;49,888834;T14;Steigerwald;gering besiedelt;
Wittichenau, Stadt;61,02; 5 715; 2 803; 2 912;  94;02997;14,243586;51,385325;C03;Oberlausitz/Niederschlesien;gering besiedelt;
Dettelbach, St;60,94; 7 240; 3 663; 3 577;  119;97337;10,160342;49,801715;T05;Fränkisches Weinland;gering besiedelt;
Uedem;60,93; 8 281; 4 109; 4 172;  136;47589;6,272327;51,667761;H02;Niederrhein;mittlere Besiedlungsdichte;
Biesenthal, Stadt;60,92; 5 791; 2 870; 2 921;  95;16359;13,63123;52,765802;A04;Barnimer Land;gering besiedelt;
Markt Erlbach, M;60,89; 5 690; 2 855; 2 835;  93;91459;10,65224;49,493537;T14;Steigerwald;gering besiedelt;
Stolpen, Stadt;60,89; 5 616; 2 823; 2 793;  92;01833;14,078991;51,048559;C04;Sächsische Schweiz;gering besiedelt;
Hötensleben;60,78; 3 554; 1 772; 1 782;  58;39393;11,020955;52,118627;D04;Magdeburg, Elbe-Börde-Heide;gering besiedelt;
Oberschneiding;60,77; 3 003; 1 508; 1 495;  49;94363;12,642453;48,796503;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Ortenburg, M;60,74; 7 405; 3 702; 3 703;  122;94496;13,22576;48,543132;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Frankenblick;60,65; 5 812; 2 852; 2 960;  96;96528;11,077683;50,377295;E28;Thüringer Wald;gering besiedelt;
Waltershausen, Stadt;60,62; 12 973; 6 404; 6 569;  214;99880;10,555801;50,898046;E28;Thüringer Wald;mittlere Besiedlungsdichte;
Dömitz, Stadt;60,58; 3 009; 1 474; 1 535;  50;19303;11,248957;53,141778;B04;Westmecklenburg;gering besiedelt;
Eschlkam, M;60,46; 3 364; 1 675; 1 689;  56;93458;12,915401;49,299376;T15;Bayerischer Wald;gering besiedelt;
Creußen, St;60,46; 4 941; 2 463; 2 478;  82;95473;11,624642;49,8444;T03;Fränkische Schweiz;gering besiedelt;
Tann (Rhön), Stadt;60,45; 4 476; 2 280; 2 196;  74;36142;10,023386;50,643742;I11;Rhön;gering besiedelt;
Selm, Stadt;60,41; 26 011; 12 648; 13 363;  431;59379;7,468573;51,70035;H11;Ruhrgebiet;mittlere Besiedlungsdichte;
Waldershof, St;60,37; 4 294; 2 126; 2 168;  71;95679;12,063474;49,977751;T16;Oberpfälzer Wald;gering besiedelt;
Weyhe;60,36; 30 669; 15 008; 15 661;  508;28844;8,838386;52,979793;G08;Mittelweser;mittlere Besiedlungsdichte;
Lanz;60,35;  723;  358;  365;  12;19309;11,601957;53,074161;A01;Prignitz;gering besiedelt;
Rodewald;60,29; 2 538; 1 273; 1 265;  42;31637;9,482895;52,662673;G08;Mittelweser;gering besiedelt;
Stadthagen, Stadt;60,27; 22 247; 10 739; 11 508;  369;31655;9,205815;52,323705;G10;Weserbergland;mittlere Besiedlungsdichte;
Abensberg, St;60,26; 13 946; 7 207; 6 739;  231;93326;11,848622;48,81553;T41;Bayerisches Golf- und Thermenland;mittlere Besiedlungsdichte;
Miltenberg, St;60,25; 9 355; 4 576; 4 779;  155;63897;9,257405;49,701266;T12;Spessart-Mainland;mittlere Besiedlungsdichte;
Nordstemmen;60,22; 12 123; 5 939; 6 184;  201;31171;9,782956;52,160076;G11;Hannover-Hildesheim;mittlere Besiedlungsdichte;
Volkach, St;60,19; 8 857; 4 409; 4 448;  147;97332;10,226896;49,864209;T05;Fränkisches Weinland;mittlere Besiedlungsdichte;
Oy-Mittelberg;60,17; 4 715; 2 350; 2 365;  78;87466;10,452462;47,64607;T21;Allgäu;gering besiedelt;
Wendeburg;60,15; 10 307; 5 076; 5 231;  171;38176;10,385712;52,326393;G12;Braunschweiger Land;gering besiedelt;
Rettenberg;60,15; 4 437; 2 255; 2 182;  74;87549;10,290746;47,575009;T21;Allgäu;gering besiedelt;
Frauenau;60,10; 2 713; 1 321; 1 392;  45;94258;13,300927;48,989281;T15;Bayerischer Wald;gering besiedelt;
Rommerskirchen;60,08; 13 231; 6 559; 6 672;  220;41569;6,688992;51,034328;H02;Niederrhein;mittlere Besiedlungsdichte;
Steinfeld (Oldenburg);60,05; 10 054; 5 186; 4 868;  167;49439;8,217045;52,586924;G06;Oldenburger Münsterland;mittlere Besiedlungsdichte;
Schieder-Schwalenberg, Stadt;60,04; 8 475; 4 197; 4 278;  141;32816;9,153219;51,913825;H04;Teutoburger Wald;gering besiedelt;
Südeichsfeld;60,02; 6 629; 3 343; 3 286;  110;99988;10,320215;51,163901;E20;Eichsfeld;gering besiedelt;
Breitenbrunn/Erzgeb.;60,01; 5 263; 2 569; 2 694;  88;08359;12,768669;50,474623;C06;Erzgebirge;gering besiedelt;
